query_id,query,pool_rank,doc_id,title,snippet,source_modes,best_rank,rank_baseline,rank_ltr,rank_adaptive,rank_hybrid,rank_cross_encoder,previous_label,manual_label,notes
16,electric vehicle charging,3,75442,drywall charging rates for fixing,"Cost of new drywall or gypsum panels installation calculated per sheet (4' x 8') as its manufactured dimensions or estimated as a charge per square foot. Every remodeling project associated with small drywall repair priced base on work complexity, time spent, and hourly rate of a drywall installer. Average cost of a new drywall to get installed will vary from $41.5 to $60.0 per 4'x8'x5/8 sheet including labor and materials or from $1.30 to $1.88",baseline,2,2,,,,,,0,
16,electric vehicle charging,4,25715,vehicle wrap cost,"Vehicle Wrap Pricing. Our vehicle wrap pricing averages in price from $1500-3000 & up. There are some wrap shops doing wraps for $1000-1500, using lower quality materials that can potentially damage your vehicle paint upon removal. Pricing includes the overall square footage of the car along with installation and design of the vehicle wrap. Some cars are much easier to install and we categorize these wraps as low level installations.","baseline,ltr,adaptive,hybrid",3,3,5,5,5,,,1,
16,electric vehicle charging,5,81364,tesla electric cars origin energy,"Tesla Motors of 2006 runs on a electric motor with a rack of batteries. Nik's Car was Wireless Dude! No need for downtime recharging it. Return to Tesla Company like back in 1930. Wireless free radiant energy! Nikola Tesla had an Electric Pierce Arrow back in 1930, the ICE engine was replaced with an Electric Motor. The power source was a black box of radio tubes, in the glove compartment. The box had an antenna sticking out.",cross_encoder,3,,,,,3,,1,
16,electric vehicle charging,6,81654,difference between magnetic charges and electric charges,"3. The force of an electric field is proportional to the electric charge, while the magnetic field is proportional to the electric charge as well as the speed of the moving charge. 4. Electric and magnetic fields oscillate at right angles to one another.","ltr,adaptive,hybrid,cross_encoder",3,,3,3,3,7,,2,
16,electric vehicle charging,7,39478,vehicle wrapping cost,"Vehicle Wrap Pricing. Our vehicle wrap pricing averages in price from $1500-3000 & up. There are some wrap shops doing wraps for $1000-1500, using lower quality materials that can potentially damage your vehicle paint upon removal.","baseline,ltr,adaptive,hybrid",4,5,4,4,4,,,1,
16,electric vehicle charging,8,63520,vehicle technician salary,"Average salaries for motor vehicle technicians can be between £15,000 and £20,000 a year. Experienced technicians can earn over £25,000 a year. Figures are intended as a guideline only.",baseline,4,4,,,,,,1,
16,electric vehicle charging,9,94125,what is electric energy definition,noun. Electrical energy is defined as an electric charge that lets work be accomplished. An example of electrical energy is power from a plug outlet.,cross_encoder,4,,,,,4,,1,
16,electric vehicle charging,10,39367,what is electric current what is the si unit for electric current,"Rating Newest Oldest. Best Answer: Electric current is the flow (movement) of electric charge. The SI unit of electric current is the ampere (A), which is equal to a flow of one coulomb of charge per second In solid conductive metal, a large population of electrons are mobile or free electrons. Electric current is the flow (movement) of electric charge. The SI unit of electric current is the ampere (A), which is equal to a flow of one coulomb of charge per second. God_Of_War · 8 years ago....",cross_encoder,5,,,,,5,,1,
16,electric vehicle charging,11,50938,what is an electric motor,An electric motor is an electrical machine that converts electrical energy into mechanical energy. The reverse of this would be the conversion of mechanical energy into electrical energy and is done by an electric generator.,cross_encoder,6,,,,,6,,1,
16,electric vehicle charging,12,71496,what is a electric eel,"The electric eel (Electrophorus electricus) is an electric fish, and the only species in that genus. They are capable of generating powerful electric shocks of up to 600 volts, which they use for hunting, self-defense, and communicating with fellow eels. Despite the name, it is not an eel, but rather a knifefish....","ltr,adaptive,hybrid",6,,6,6,6,,,1,
16,electric vehicle charging,13,82400,vehicle undercoating cost,"1 The average cost of having an undercoating job for your car can be around $150 to over $500. 2 The exact price, however, depends on many factors such as the type of vehicle you need undercoated, your location in the country, and the shop or dealer that you choose to perform the job.",baseline,6,6,,,,,,1,
16,electric vehicle charging,14,71901,difference between gross vehicle weight and gross vehicle weight rating,"The gross vehicle weight rating (GVWR), or gross vehicle mass (GVM) is the maximum operating weight / mass of a vehicle as specified by the manufacturer including the vehicle's chassis, body, engine, engine fluids, fuel, accessories, driver, passengers and cargo but excluding that of any trailers. The weight of a vehicle is influenced by passengers, cargo, even fuel level, so a number of terms are used to express the weight of a vehicle in a designated state....",baseline,7,7,,,,,,1,
16,electric vehicle charging,15,96420,what constitutes as a commercial vehicle,"A commercial vehicle is any type of motor vehicle used for transporting goods or paid passengers. This means the tanks permanently fixed by the manufacturer to all motor vehicles of the same type as the vehicle in question and whose permanent fitting lets fuel be used directly, both for propulsion and, where appropriate, to power a refrigeration system.","ltr,adaptive,hybrid",7,,7,7,7,,,1,
16,electric vehicle charging,16,32348,gawr definition vehicle weight,"The gross vehicle weight rating (GVWR), or gross vehicle mass (GVM) is the maximum operating weight / mass of a vehicle as specified by the manufacturer including the vehicle's chassis, body, engine, engine fluids, fuel, accessories, driver, passengers and cargo but excluding that of any trailers.","baseline,ltr,adaptive,hybrid",8,8,10,10,9,,,1,
16,electric vehicle charging,17,61047,what does agriculture vehicle mean,"Agricultural vehicles. An agricultural vehicle is any highway motor vehicle that is: 1. Used (or expected to be used) primarily for farming purposes, and. 2. Registered (under state laws) as a highway motor vehicle used for farming purposes for the entire period.","ltr,adaptive,hybrid",8,,8,8,8,,,1,
16,electric vehicle charging,18,88751,what is an electric generator,"An electrical generator is a device that generates electricity from mechanical energy, usually via electromagnetic induction. On a diesel-electric locomotive, a diesel engine provides power to an electric traction motor that turns the unit's wheels. Generators often rely on gas-powered motors for operation when creating electricity. A turbine designed to generate energy from the wind.",cross_encoder,8,,,,,8,,1,
16,electric vehicle charging,19,55010,what is electric resistance,"The electrical resistance of an electrical conductor is a measure of the difficulty to pass an electric current through that conductor. An object of uniform cross section has a resistance proportional to its resistivity and length and inversely proportional to its cross-sectional area. All materials show some resistance, except for superconductors, which have a resistance of zero.",baseline,9,9,,,,,,1,
